Origin,Destination,Travel Time,Kilometers
0,415,3.771678328,1.706371475
0,473,4.095988794,1.746384847
0,999,4.940742441,2.748337648
0,478,5.165187805,3.079060437
0,316,5.531989379,2.718888209
0,461,6.216997659,4.0883851
0,408,6.573624789,3.548791512
0,218,7.160290294,3.814001226
0,479,7.186037612,3.577650541
0,158,7.312974132,4.011928713
0,982,7.504385589,4.160923287
0,515,8.302870269,5.072571642
0,605,8.333955772,4.774252904
0,437,8.47348048,4.270463939
0,532,8.605242633,5.024564584
0,682,9.026819154,5.368558262
0,497,9.031603034,5.354881423
0,252,9.032550569,4.954012613
0,455,9.087913178,5.292537419
0,264,9.423929923,5.326311116
0,278,9.459278636,4.875904357
0,488,9.482668999,5.965816316
0,383,9.887938595,5.631585
0,516,10.37202861,5.786480427
0,450,10.7261018,6.325234236
0,405,11.04683359,6.215816654
0,203,11.10559154,6.974342877
0,602,11.71547224,5.990872757
0,214,12.10058002,7.394909017
0,223,12.14894023,8.539742179
0,604,12.26406742,9.188123763
0,394,12.77306834,7.982272362
0,328,12.91083566,10.07716763
0,412,13.00714548,8.971407083
0,178,13.20716463,7.504347797
0,192,13.44920047,8.113508037
0,499,13.77199157,6.254867522
0,168,14.32014581,6.638535379
0,750,14.79302797,11.5642424
0,984,15.03346064,8.643419434
0,451,15.39736132,9.21489776
0,457,15.42664068,13.67422231
0,490,15.94814753,12.39479774
0,248,15.98169004,12.25730713
0,212,16.1802914,11.23731387
0,423,16.37407228,12.63653807
0,436,16.82443966,8.074519204
0,190,17.39814653,13.55393149
0,464,17.52225491,8.118260648
0,477,17.58994393,10.58336179
0,801,18.60066189,15.21654942
0,533,19.91280547,15.77438218
0,275,20.41253545,15.76492898
0,438,23.62325429,20.29691666
0,971,24.12915031,21.45978486
