ObjectID,Total_TravelTime,Total_Kilometers,Origin_School,Dest_School,,,
1425,21.22875728,17.58019789,490,316,806,,
1426,21.35042659,17.47986208,490,516,1006,,
1427,21.41317325,17.32759793,490,408,898,,
1428,21.41317325,17.32759793,490,158,648,,
1429,21.49003357,19.08054145,490,264,754,,
1430,21.77015311,19.64083128,490,203,693,,
1431,21.94961583,19.06519643,490,405,895,,
1432,22.39897043,13.13204617,490,328,818,,
1433,22.60011268,15.45462494,490,457,947,,
1434,22.60011268,15.45462494,490,750,1240,,
1435,23.16946392,13.48637108,490,223,713,,
1436,23.71093027,20.26050266,490,982,1472,,
1437,24.57263195,19.73601969,490,450,940,,
1438,25.13567188,20.14491933,490,604,1094,,
1439,25.25913456,23.53040312,490,984,1474,,
1440,27.61324317,25.90539326,490,394,884,,
1441,0,0,982,982,1964,,
1442,3.909826302,2.824914074,982,316,1298,,
1443,4.664317853,2.283497734,982,516,1498,,
1444,4.741671363,2.283890527,982,408,1390,,
1445,4.741671363,2.283890527,982,158,1140,,
1446,5.102413523,3.700638118,982,604,1586,,
1447,5.473523708,3.242067474,982,473,1455,,
1448,6.3394887,4.475551912,982,450,1432,,
1449,7.704637077,5.341726223,982,515,1497,,
1450,7.756083783,5.31893692,982,394,1376,,
1451,8.598692981,6.388544357,982,984,1966,,
1452,8.757761367,5.507255243,982,426,1408,,
1453,9.283706529,7.90309567,982,479,1461,,
1454,9.283706529,7.90309567,982,478,1460,,
1455,9.298193602,5.617165462,982,415,1397,,
1456,9.298193602,5.617165462,982,999,1981,,
1457,9.964294868,6.588412525,982,218,1200,,
1458,10.08234068,8.717826032,982,0,982,,
1459,11.2472278,6.829784736,982,264,1246,,
1460,11.70827787,7.100336035,982,405,1387,,
1461,12.73797616,10.11022633,982,602,1584,,
1462,13.05974881,10.28550068,982,497,1479,,
1463,13.11515351,7.886066885,982,437,1419,,
1464,13.44381136,10.32944436,982,682,1664,,
1465,13.48253969,9.814199757,982,488,1470,,
1466,13.56065248,8.799565996,982,203,1185,,
1467,13.96023083,8.422233995,982,278,1260,,
1468,14.32000569,9.749255905,982,383,1365,,
1469,14.40273294,11.6005321,982,455,1437,,
1470,15.73725206,11.04848141,982,605,1587,,
1471,16.41693154,12.10292554,982,891,1873,,
1472,16.66697554,11.01497591,982,412,1394,,
1473,16.94929953,12.69519453,982,214,1196,,
1474,17.32648872,10.67315919,982,178,1160,,
1475,17.32648872,10.67315919,982,252,1234,,
1476,17.47211624,11.12271375,982,223,1205,,
1477,19.09254089,16.01182053,982,328,1310,,
1478,20.10069132,19.90518356,982,457,1439,,
1479,20.10069132,19.90518356,982,750,1732,,
1480,20.5048534,14.38269538,982,499,1481,,
1481,20.51215776,12.92440679,982,168,1150,,
1482,22.38903099,14.5079009,982,436,1418,,
1483,22.74174522,14.73668627,982,464,1446,,
1484,22.81527151,19.35595407,982,190,1172,,
1485,22.87532306,19.78793605,982,490,1472,,
1486,22.96077022,19.13426703,982,248,1230,,
1487,23.06301514,15.04079776,982,451,1433,,
1488,23.19661614,18.89218677,982,213,1195,,
1489,23.55990494,19.60472306,982,192,1174,,
1490,23.60128974,19.41620274,982,423,1405,,
1491,24.28021177,21.16373169,982,477,1459,,
1492,24.28021177,21.16373169,982,801,1783,,
1493,25.30334984,22.18094043,982,533,1515,,
1494,26.25251011,22.56896611,982,275,1257,,
1495,27.72018093,29.94620246,982,461,1443,,
1496,28.36521868,25.65149154,982,438,1420,,
1497,29.1804666,26.60889431,982,181,1163,,
1498,30.87590722,27.4339151,982,301,1283,,
1499,31.00979458,36.48697238,982,509,1491,,
1500,31.27464368,27.83515248,982,161,1143,,
1501,31.31775708,28.16046581,982,971,1953,,
1502,32.07917053,28.84327617,982,292,1274,,
1503,33.25911532,29.11987569,982,179,1161,,
1504,33.78124095,33.9225993,982,981,1963,,
1505,34.0666631,31.62815665,982,150,1132,,
1506,34.17499927,31.84613629,982,258,1240,,
1507,34.72352949,34.5548431,982,424,1406,,
1508,35.62398411,35.34762534,982,110,1092,,
1509,35.62398411,35.34762534,982,532,1514,,
1510,35.89917016,36.38412632,982,522,1504,,
1511,36.58323307,35.7848129,982,419,1401,,
1512,38.60102147,38.77089719,982,117,1099,,
1513,0,0,516,516,1032,,
1514,1.050309206,0.331213426,516,408,924,,
1515,1.050309206,0.331213426,516,158,674,,
1516,4.410971391,2.623991272,516,450,966,,
1517,4.768355278,2.283497734,516,982,1498,,
1518,4.974011314,3.03289091,516,604,1120,,
1519,5.642755534,2.852162829,516,473,989,,
1520,5.959054214,4.055375206,516,984,1500,,
1521,6.137715088,3.447521365,516,316,832,,
1522,6.26918423,3.573625895,516,426,942,,
1523,6.553677836,3.332694468,516,415,931,,
1524,6.553677836,3.332694468,516,999,1515,,
1525,7.86674619,5.004152689,516,479,995,,
1526,7.86674619,5.004152689,516,478,994,,
1527,7.889595636,5.196798097,516,394,910,,
1528,8.4346587,4.692078072,516,218,734,,
1529,8.568662217,5.18146474,516,264,780,,
1530,8.665380341,5.818883052,516,0,516,,
1531,8.961913711,5.116715853,516,437,953,,
1532,9.029712288,5.452016038,516,405,921,,
1533,9.829701778,5.661394585,516,515,1031,,
1534,10.59914305,5.976570982,516,203,719,,
1535,11.25705899,6.910580854,516,488,1004,,
1536,11.32101582,7.21128335,516,602,1118,,
1537,11.46512083,6.621065968,516,278,794,,
1538,11.64278847,7.386557698,516,497,1013,,
1539,12.02685103,7.430501375,516,682,1198,,
1540,12.19435341,7.419116264,516,383,899,,
1541,12.40032535,7.546818497,516,455,971,,
1542,12.93526552,10.568276,516,412,928,,
1543,13.51177136,8.144862508,516,605,1121,,
1544,14.1245742,10.01417707,516,223,739,,
1545,14.36526729,8.111777914,516,178,694,,
1546,14.36526729,8.111777914,516,252,768,,
1547,14.4844147,12.7409149,516,328,844,,
1548,14.9999712,9.20398256,516,891,1407,,
1549,15.24235609,14.20057675,516,457,973,,
1550,15.24235609,14.20057675,516,750,1266,,
1551,15.53233919,9.796251547,516,214,730,,
1552,16.99459549,10.34743837,516,190,706,,
1553,18.45465387,10.43401872,516,168,684,,
1554,18.54409115,10.55342915,516,499,1015,,
1555,20.72080778,11.44705974,516,436,952,,
1556,21.07352201,11.67584512,516,464,980,,
1557,21.32657277,16.88403892,516,490,1006,,
1558,21.39479193,11.97995661,516,451,967,,
1559,21.41201993,16.23036989,516,248,764,,
1560,21.64786586,15.98828964,516,213,729,,
1561,22.01115465,16.70082593,516,192,708,,
1562,22.05253946,16.51230561,516,423,939,,
1563,22.73146149,18.25983456,516,477,993,,
1564,22.73146149,18.25983456,516,801,1317,,
1565,23.75459956,19.27704329,516,533,1049,,
1566,24.70375983,19.66506897,516,275,791,,
1567,26.15145936,30.78236557,516,509,1025,,
1568,26.17143064,27.04230533,516,461,977,,
1569,26.81646839,22.74759441,516,438,954,,
1570,27.63171632,23.70499718,516,181,697,,
1571,29.32715693,24.53001797,516,301,817,,
1572,29.72589339,24.93125535,516,161,677,,
1573,29.76900679,25.25656868,516,971,1487,,
1574,30.53042025,25.93937904,516,292,808,,
1575,31.71036504,26.21597856,516,179,695,,
1576,32.23249067,31.01870216,516,981,1497,,
1577,32.51791281,28.72425951,516,150,666,,
1578,32.62624899,28.94223915,516,258,774,,
1579,33.17477921,31.65094597,516,424,940,,
1580,34.07523383,32.4437282,516,110,626,,
1581,34.07523383,32.4437282,516,532,1048,,
1582,34.35041987,33.48022919,516,522,1038,,
1583,35.03448278,32.88091577,516,419,935,,
1584,37.05227119,35.86700005,516,117,633,,
1585,0,0,275,275,550,,
1586,1.205304676,0.437963775,275,533,808,,
1587,4.771616436,2.984642214,275,477,752,,
1588,4.771616436,2.984642214,275,801,1076,,
1589,4.821735583,3.173608854,275,423,698,,
1590,4.924049981,3.32628012,275,192,467,,
1591,5.386095478,3.265966845,275,438,713,,
1592,5.903820015,4.07219278,275,248,523,,
1593,6.510729334,4.024750028,275,490,765,,
1594,6.763873501,4.524112597,275,464,739,,
1595,6.885427443,4.266262015,275,213,488,,
1596,7.086581614,4.715511684,275,436,711,,
1597,7.355698615,4.668988044,275,451,726,,
1598,8.282787568,5.606132291,275,301,576,,
1599,9.648297146,6.109051746,275,168,443,,
1600,9.712808302,6.008072444,275,499,774,,
1601,10.88999403,7.578859082,275,181,456,,
1602,12.43979717,7.548369347,275,891,1166,,
1603,12.7730765,7.584369723,275,214,489,,
1604,13.07449522,9.627155007,275,161,436,,
1605,13.11760861,9.952468338,275,971,1246,,
1606,13.46164291,8.612003158,275,190,465,,
1607,13.87902207,10.6352787,275,292,567,,
1608,15.01163288,9.576324493,275,497,772,,
1609,15.05896686,10.91187822,275,179,454,,
1610,15.20360731,12.71986842,275,455,730,,
1611,15.30503756,9.57023155,275,178,453,,
1612,15.30503756,9.57023155,275,252,527,,
1613,15.58109249,15.71460182,275,981,1256,,
1614,15.68306292,9.85265451,275,682,957,,
1615,15.86651463,13.42015917,275,150,425,,
1616,15.97485081,13.63813881,275,258,533,,
1617,15.97586666,8.960163072,275,602,877,,
1618,16.46604045,14.006515,275,605,880,,
1619,16.49103853,13.45534383,275,488,763,,
1620,16.52338103,16.34684563,275,424,699,,
1621,17.11164315,13.85902064,275,383,658,,
1622,17.23019871,15.88168347,275,509,784,,
1623,17.23453942,10.64088076,275,278,553,,
1624,17.42383565,17.13962786,275,110,385,,
1625,17.42383565,17.13962786,275,532,807,,
1626,17.69902169,18.17612885,275,522,797,,
1627,18.38308461,17.57681542,275,419,694,,
1628,19.78063372,17.32208771,275,479,754,,
1629,19.78063372,17.32208771,275,478,753,,
1630,19.95531696,18.26729523,275,426,701,,
1631,20.10517364,16.51048489,275,218,493,,
1632,20.14031139,12.54303989,275,437,712,,
1633,20.40087301,20.56289971,275,117,392,,
1634,20.47993456,11.47986668,275,0,275,,
1635,20.88978235,18.6608646,275,415,690,,
1636,20.88978235,18.6608646,275,999,1274,,
1637,20.89603117,12.54306115,275,412,687,,
1638,21.65637565,17.54221159,275,515,790,,
1639,21.87470272,22.29046188,275,461,736,,
1640,22.48424554,18.91954896,275,473,748,,
1641,22.61732714,15.05588487,275,203,478,,
1642,23.09308496,15.24973513,275,405,680,,
1643,23.50377772,16.41129673,275,457,732,,
1644,23.50377772,16.41129673,275,750,1025,,
1645,23.84003203,15.58462089,275,264,539,,
1646,24.40772341,20.37737197,275,316,591,,
1647,24.50895395,16.29350604,275,328,603,,
1648,24.52939273,20.27703616,275,516,791,,
1649,24.59213939,20.12477202,275,408,683,,
1650,24.59213939,20.12477202,275,158,433,,
1651,25.14869243,15.51755737,275,223,498,,
1652,26.88989641,23.05767674,275,982,1257,,
1653,27.75159809,22.53319378,275,450,725,,
1654,28.31463801,22.94209341,275,604,879,,
1655,28.4381007,26.3275772,275,984,1259,,
1656,30.79220931,28.70256734,275,394,669,,
1657,0,0,533,533,1066,,
1658,1.267270902,0.437963775,533,275,808,,
1659,3.834006423,2.596616491,533,477,1010,,
1660,3.834006423,2.596616491,533,801,1334,,
1661,3.88412557,2.785583131,533,423,956,,
1662,3.986439968,2.938254397,533,192,725,,
1663,4.966210002,3.684167057,533,248,781,,
1664,5.573119321,3.636724305,533,490,1023,,
1665,5.666029423,4.03560641,533,438,971,,
1666,5.826263488,4.136086874,533,464,997,,
1667,5.94781743,3.878236292,533,213,746,,
1668,6.148971601,4.327485961,533,436,969,,
1669,6.418088602,4.280962321,533,451,984,,
1670,8.176717967,5.818029969,533,301,834,,
1671,8.710687133,5.721026023,533,168,701,,
1672,8.775198289,5.620046721,533,499,1032,,
1673,10.78392443,7.79075676,533,181,714,,
1674,11.50218716,7.160343625,533,891,1424,,
1675,11.83546649,7.196344,533,214,747,,
1676,12.5240329,8.223977435,533,190,723,,
1677,12.96842562,9.839052685,533,161,694,,
1678,13.01153901,10.16436602,533,971,1504,,
1679,13.77295247,10.84717638,533,292,825,,
1680,14.07402287,9.18829877,533,497,1030,,
1681,14.2659973,12.3318427,533,455,988,,
1682,14.36742755,9.182205827,533,178,711,,
1683,14.36742755,9.182205827,533,252,785,,
1684,14.74545291,9.464628787,533,682,1215,,
1685,14.95289726,11.12377589,533,179,712,,
1686,15.03825664,8.572137349,533,602,1135,,
1687,15.47502289,15.9264995,533,981,1514,,
1688,15.52843044,13.61848928,533,605,1138,,
1689,15.55342851,13.06731811,533,488,1021,,
1690,15.76044503,13.63205685,533,150,683,,
1691,15.86878121,13.85003649,533,258,791,,
1692,16.17403314,13.47099491,533,383,916,,
1693,16.29692941,10.25285504,533,278,811,,
1694,16.41731143,16.55874331,533,424,957,,
1695,17.12412911,16.09358115,533,509,1042,,
1696,17.31776605,17.35152554,533,110,643,,
1697,17.31776605,17.35152554,533,532,1065,,
1698,17.59295209,18.38802653,533,522,1055,,
1699,18.277015,17.7887131,533,419,952,,
1700,18.84302371,16.93406199,533,479,1012,,
1701,18.84302371,16.93406199,533,478,1011,,
1702,19.01770695,17.8792695,533,426,959,,
1703,19.16756363,16.12245916,533,218,751,,
1704,19.20270138,12.15501416,533,437,970,,
1705,19.28169388,11.12367328,533,0,533,,
1706,19.95217234,18.27283887,533,415,948,,
1707,19.95217234,18.27283887,533,999,1532,,
1708,19.95842115,12.15503543,533,412,945,,
1709,20.29480341,20.77479739,533,117,650,,
1710,20.71876564,17.15418587,533,515,1048,,
1711,20.93709271,21.90243616,533,461,994,,
1712,21.54663553,18.53152324,533,473,1006,,
1713,21.67971712,14.66785915,533,203,736,,
1714,22.15547495,14.86170941,533,405,938,,
1715,22.56616771,16.02327101,533,457,990,,
1716,22.56616771,16.02327101,533,750,1283,,
1717,22.90242202,15.19659517,533,264,797,,
1718,23.19713717,14.22103363,533,223,756,,
1719,23.4701134,19.98934624,533,316,849,,
1720,23.57134394,15.90548032,533,328,861,,
1721,23.59178272,19.88901043,533,516,1049,,
1722,23.65452937,19.73674629,533,408,941,,
1723,23.65452937,19.73674629,533,158,691,,
1724,25.9522864,22.66965101,533,982,1515,,
1725,26.81398808,22.14516805,533,450,983,,
1726,27.377028,22.55406769,533,604,1137,,
1727,27.50049069,25.93955147,533,984,1517,,
1728,29.85459929,28.31454161,533,394,927,,
1729,0,0,891,891,1782,,
1730,3.940365443,1.856257486,891,682,1573,,
1731,4.482046701,1.938269318,891,497,1388,,
1732,4.644408305,2.077690113,891,602,1493,,
1733,4.848572716,2.756038275,891,451,1342,,
1734,5.790570886,3.446978334,891,248,1139,,
1735,6.223707315,3.162335133,891,436,1327,,
1736,6.54680998,3.282884698,891,464,1355,,
1737,6.553050698,3.150440016,891,168,1059,,
1738,6.600097474,3.454699114,891,214,1105,,
1739,6.688189529,4.114584404,891,192,1083,,
1740,6.775446508,3.317442525,891,278,1169,,
1741,7.203665429,3.195108306,891,499,1390,,
1742,7.429934246,4.642466778,891,423,1314,,
1743,8.100179207,4.89332424,891,477,1368,,
1744,8.100179207,4.89332424,891,801,1692,,
1745,8.33149704,4.778828871,891,213,1104,,
1746,8.380040846,4.14507077,891,0,891,,
1747,9.046656741,4.500505957,891,437,1328,,
1748,9.204000836,5.096099817,891,479,1370,,
1749,9.204000836,5.096099817,891,478,1369,,
1750,9.701239027,5.462194778,891,190,1081,,
1751,9.873678198,5.516608319,891,178,1069,,
1752,9.873678198,5.516608319,891,252,1143,,
1753,10.33268406,7.009362567,891,533,1424,,
1754,10.58064968,5.755963825,891,426,1317,,
1755,10.65481718,5.302348773,891,455,1346,,
1756,11.16172338,7.105808178,891,490,1381,,
1757,11.28184433,7.397388247,891,275,1166,,
1758,11.34010816,7.477982586,891,438,1329,,
1759,11.64460883,6.158883387,891,415,1306,,
1760,11.64460883,6.158883387,891,999,1890,,
1761,11.94224839,6.037824186,891,488,1379,,
1762,12.21307972,6.424173515,891,218,1109,,
1763,12.31930435,6.838531418,891,203,1094,,
1764,12.56285301,6.441500991,891,383,1274,,
1765,12.79506217,7.032381677,891,405,1296,,
1766,12.89240895,6.941953807,891,605,1496,,
1767,13.15179375,8.458377415,891,515,1406,,
1768,13.20121246,8.099972216,891,473,1364,,
1769,13.54200924,7.367267443,891,264,1155,,
1770,14.90034303,8.8670705,891,412,1303,,
1771,14.9584439,10.81519185,891,316,1207,,
1772,15.24635965,9.457459412,891,516,1407,,
1773,15.3091063,9.305195271,891,408,1299,,
1774,15.3091063,9.305195271,891,158,1049,,
1775,16.02523533,9.035409489,891,223,1114,,
1776,16.62854308,11.88434604,891,328,1219,,
1777,17.04349548,11.16584165,891,301,1192,,
1778,17.09375038,12.23410482,891,982,1873,,
1779,17.38648448,13.34400788,891,457,1348,,
1780,17.38648448,13.34400788,891,750,1641,,
1781,18.46856501,11.71361703,891,450,1341,,
1782,19.03160493,12.12251667,891,604,1495,,
1783,19.34386527,15.29306724,891,181,1072,,
1784,19.55862695,15.33746345,891,984,1875,,
1785,21.43804235,16.51932541,891,161,1052,,
1786,21.48115575,16.84463874,891,971,1862,,
1787,21.91273555,17.71245359,891,394,1285,,
1788,22.02867904,21.33532197,891,461,1352,,
1789,22.2425692,17.5274491,891,292,1183,,
1790,22.43065374,15.09819004,891,509,1400,,
1791,23.42251399,17.80404862,891,179,1070,,
1792,23.94463962,22.60677223,891,981,1872,,
1793,24.23006177,20.31232958,891,150,1041,,
1794,24.33839794,20.53030922,891,258,1149,,
1795,24.88692816,23.23901603,891,424,1315,,
1796,25.78738278,24.03179827,891,110,1001,,
1797,25.78738278,24.03179827,891,532,1423,,
1798,26.06256883,25.06829925,891,522,1413,,
1799,26.74663174,24.46898583,891,419,1310,,
1800,28.76442014,27.45507012,891,117,1008,,
1801,0,0,451,451,902,,
1802,4.197246202,2.499630184,451,477,928,,
1803,4.197246202,2.499630184,451,801,1252,,
1804,5.257135869,3.302784886,451,248,699,,
1805,5.315522727,3.508003844,451,423,874,,
1806,5.417837126,3.66067511,451,192,643,,
1807,5.815218494,2.851258262,451,891,1342,,
1808,6.175477159,4.262699407,451,533,984,,
1809,6.692929399,3.416612795,451,214,665,,
1810,6.76093072,3.915142178,451,464,915,,
1811,7.004516478,4.359145019,451,490,941,,
1812,7.124637426,4.650725087,451,275,726,,
1813,7.165362167,4.425276627,451,436,887,,
1814,7.270920289,4.729798279,451,438,889,,
1815,7.379214588,4.600657006,451,213,664,,
1816,7.381495806,4.44424623,451,190,641,,
1817,8.931485783,5.408567565,451,497,948,,
1818,9.093945249,4.50743258,451,682,1133,,
1819,9.224890459,5.402474622,451,178,629,,
1820,9.224890459,5.402474622,451,252,703,,
1821,9.727077698,5.818816688,451,168,619,,
1822,9.791588854,5.717837387,451,499,950,,
1823,9.797988111,4.728865206,451,602,1053,,
1824,11.15439232,6.473123833,451,278,729,,
1825,12.88848042,7.310102267,451,0,451,,
1826,13.00307994,8.411979984,451,301,752,,
1827,13.21661506,7.681299019,451,437,888,,
1828,13.71244041,8.261131314,451,479,930,,
1829,13.71244041,8.261131314,451,478,929,,
1830,13.76802307,7.842950704,451,412,863,,
1831,14.57874452,7.669614328,451,455,906,,
1832,15.08908925,8.920995323,451,426,877,,
1833,15.18665837,12.54640408,451,181,632,,
1834,15.46695146,8.778368855,451,328,779,,
1835,15.86617574,8.405089741,451,488,939,,
1836,15.92454371,8.933896981,451,223,674,,
1837,16.02355464,9.314564694,451,415,866,,
1838,16.02355464,9.314564694,451,999,1450,,
1839,16.28618576,8.617633926,451,218,669,,
1840,16.53718004,10.88812794,451,203,654,,
1841,16.58575027,9.007251095,451,605,1056,,
1842,16.60668808,11.69726852,451,457,908,,
1843,16.60668808,11.69726852,451,750,1201,,
1844,16.63595906,8.634961402,451,383,834,,
1845,17.01293786,11.0819782,451,405,856,,
1846,17.28083545,13.77266225,451,161,612,,
1847,17.32394885,14.09797558,451,971,1422,,
1848,17.75988493,11.41686397,451,264,715,,
1849,17.83738777,9.649360628,451,515,966,,
1850,18.0853623,14.78078594,451,292,743,,
1851,18.41589683,10.76948936,451,473,924,,
1852,18.8832885,12.74741753,451,509,960,,
1853,19.26530709,15.05738546,451,179,630,,
1854,19.78743272,19.86010907,451,981,1432,,
1855,20.07285487,17.56566642,451,150,601,,
1856,20.18119104,17.78364606,451,258,709,,
1857,20.72972126,20.49235287,451,424,875,,
1858,21.56201726,12.63855212,451,316,767,,
1859,21.63017588,21.28513511,451,110,561,,
1860,21.63017588,21.28513511,451,532,983,,
1861,21.68368658,12.53821631,451,516,967,,
1862,21.74643323,12.38595217,451,408,859,,
1863,21.74643323,12.38595217,451,158,609,,
1864,21.90536193,22.32163609,451,522,973,,
1865,22.36848986,22.62485687,451,461,912,,
1866,22.58942484,21.72232267,451,419,870,,
1867,24.04419026,15.31885689,451,982,1433,,
1868,24.60721324,24.70840696,451,117,568,,
1869,24.90589194,14.79437393,451,450,901,,
1870,25.46893186,15.20327357,451,604,1055,,
1871,25.59239455,18.58875735,451,984,1435,,
1872,27.92208131,19.49632572,451,394,845,,
1873,0,0,477,477,954,,
1874,0,0,477,801,1278,,
1875,2.048993984,0.985540368,477,423,900,,
1876,2.151308383,1.138211634,477,192,669,,
1877,3.131078417,1.884124295,477,248,725,,
1878,3.203328687,2.17622527,477,533,1010,,
1879,3.991131902,2.336044112,477,464,941,,
1880,4.032368006,2.272670881,477,490,967,,
1881,4.112685845,2.07819353,477,213,690,,
1882,4.152488953,2.564250949,477,275,752,,
1883,4.292483689,2.448714607,477,451,928,,
1884,4.313840016,2.527443199,477,436,913,,
1885,6.875555548,3.92098326,477,168,645,,
1886,6.940066703,3.820003959,477,499,976,,
1887,7.926126293,5.7953507,477,438,915,,
1888,9.167970042,4.92490965,477,891,1368,,
1889,9.709861574,5.364096286,477,214,691,,
1890,10.39842798,6.391729721,477,190,667,,
1891,10.43681484,7.577774259,477,301,778,,
1892,11.94841796,7.356051056,477,497,974,,
1893,12.2145099,10.45992994,477,181,658,,
1894,12.24182263,7.349958113,477,178,655,,
1895,12.24182263,7.349958113,477,252,729,,
1896,12.4466968,6.581083968,477,682,1159,,
1897,12.72524599,10.96778927,477,455,932,,
1898,13.0001868,7.839564788,477,602,1079,,
1899,13.98767913,12.25443586,477,605,1082,,
1900,14.0126772,11.70326468,477,488,965,,
1901,14.1713245,8.420607323,477,278,755,,
1902,14.30868698,11.68618812,477,161,638,,
1903,14.35180037,12.01150145,477,971,1448,,
1904,14.63328182,12.10694149,477,383,860,,
1905,15.11321383,12.69431181,477,292,769,,
1906,15.90541259,9.257585757,477,0,477,,
1907,16.23354723,9.62878251,477,437,914,,
1908,16.29315862,12.97091132,477,179,656,,
1909,16.72937258,10.2086148,477,479,956,,
1910,16.72937258,10.2086148,477,478,955,,
1911,16.78495524,9.790434195,477,412,889,,
1912,16.81528425,17.77363493,477,981,1458,,
1913,17.10070639,15.47919228,477,150,627,,
1914,17.20904257,15.69717192,477,258,735,,
1915,17.47695564,16.51521608,477,426,903,,
1916,17.62681231,14.75840574,477,218,695,,
1917,17.75757279,18.40587874,477,424,901,,
1918,18.41142102,16.90878545,477,415,892,,
1919,18.41142102,16.90878545,477,999,1476,,
1920,18.46439047,17.94071658,477,509,986,,
1921,18.48388363,10.72585235,477,328,805,,
1922,18.65802741,19.19866097,477,110,587,,
1923,18.65802741,19.19866097,477,532,1009,,
1924,18.93321345,20.23516196,477,522,999,,
1925,18.94147589,10.88138047,477,223,700,,
1926,19.17801432,15.79013244,477,515,992,,
1927,19.39634139,20.53838274,477,461,938,,
1928,19.55411221,12.83561143,477,203,680,,
1929,19.61727637,19.63584853,477,419,896,,
1930,19.62362025,13.64475201,477,457,934,,
1931,19.62362025,13.64475201,477,750,1227,,
1932,20.00588422,17.16746981,477,473,950,,
1933,20.02987004,13.02946169,477,405,882,,
1934,20.7768171,13.36434746,477,264,741,,
1935,21.63506477,22.62193282,477,117,594,,
1936,21.92936209,18.62529282,477,316,793,,
1937,22.0510314,18.52495701,477,516,993,,
1938,22.11377806,18.37269287,477,408,885,,
1939,22.11377806,18.37269287,477,158,635,,
1940,24.41153508,21.30559759,477,982,1459,,
1941,25.27323676,20.78111463,477,450,927,,
1942,25.83627669,21.19001427,477,604,1081,,
1943,25.95973937,24.57549805,477,984,1461,,
1944,28.31384798,26.95048819,477,394,871,,
1945,0,0,801,477,1278,,
1946,0,0,801,801,1602,,
1947,2.048993984,0.985540368,801,423,1224,,
1948,2.151308383,1.138211634,801,192,993,,
1949,3.131078417,1.884124295,801,248,1049,,
1950,3.203328687,2.17622527,801,533,1334,,
1951,3.991131902,2.336044112,801,464,1265,,
1952,4.032368006,2.272670881,801,490,1291,,
1953,4.112685845,2.07819353,801,213,1014,,
1954,4.152488953,2.564250949,801,275,1076,,
1955,4.292483689,2.448714607,801,451,1252,,
1956,4.313840016,2.527443199,801,436,1237,,
1957,6.875555548,3.92098326,801,168,969,,
1958,6.940066703,3.820003959,801,499,1300,,
1959,7.926126293,5.7953507,801,438,1239,,
1960,9.167970042,4.92490965,801,891,1692,,
1961,9.709861574,5.364096286,801,214,1015,,
1962,10.39842798,6.391729721,801,190,991,,
1963,10.43681484,7.577774259,801,301,1102,,
1964,11.94841796,7.356051056,801,497,1298,,
1965,12.2145099,10.45992994,801,181,982,,
1966,12.24182263,7.349958113,801,178,979,,
1967,12.24182263,7.349958113,801,252,1053,,
1968,12.4466968,6.581083968,801,682,1483,,
1969,12.72524599,10.96778927,801,455,1256,,
1970,13.0001868,7.839564788,801,602,1403,,
1971,13.98767913,12.25443586,801,605,1406,,
1972,14.0126772,11.70326468,801,488,1289,,
1973,14.1713245,8.420607323,801,278,1079,,
1974,14.30868698,11.68618812,801,161,962,,
1975,14.35180037,12.01150145,801,971,1772,,
1976,14.63328182,12.10694149,801,383,1184,,
1977,15.11321383,12.69431181,801,292,1093,,
1978,15.90541259,9.257585757,801,0,801,,
1979,16.23354723,9.62878251,801,437,1238,,
1980,16.29315862,12.97091132,801,179,980,,
1981,16.72937258,10.2086148,801,479,1280,,
1982,16.72937258,10.2086148,801,478,1279,,
1983,16.78495524,9.790434195,801,412,1213,,
1984,16.81528425,17.77363493,801,981,1782,,
1985,17.10070639,15.47919228,801,150,951,,
1986,17.20904257,15.69717192,801,258,1059,,
1987,17.47695564,16.51521608,801,426,1227,,
1988,17.62681231,14.75840574,801,218,1019,,
1989,17.75757279,18.40587874,801,424,1225,,
1990,18.41142102,16.90878545,801,415,1216,,
1991,18.41142102,16.90878545,801,999,1800,,
1992,18.46439047,17.94071658,801,509,1310,,
1993,18.48388363,10.72585235,801,328,1129,,
1994,18.65802741,19.19866097,801,110,911,,
1995,18.65802741,19.19866097,801,532,1333,,
1996,18.93321345,20.23516196,801,522,1323,,
1997,18.94147589,10.88138047,801,223,1024,,
1998,19.17801432,15.79013244,801,515,1316,,
1999,19.39634139,20.53838274,801,461,1262,,
2000,19.55411221,12.83561143,801,203,1004,,
2001,19.61727637,19.63584853,801,419,1220,,
2002,19.62362025,13.64475201,801,457,1258,,
2003,19.62362025,13.64475201,801,750,1551,,
2004,20.00588422,17.16746981,801,473,1274,,
2005,20.02987004,13.02946169,801,405,1206,,
2006,20.7768171,13.36434746,801,264,1065,,
2007,21.63506477,22.62193282,801,117,918,,
2008,21.92936209,18.62529282,801,316,1117,,
2009,22.0510314,18.52495701,801,516,1317,,
2010,22.11377806,18.37269287,801,408,1209,,
2011,22.11377806,18.37269287,801,158,959,,
2012,24.41153508,21.30559759,801,982,1783,,
2013,25.27323676,20.78111463,801,450,1251,,
2014,25.83627669,21.19001427,801,604,1405,,
2015,25.95973937,24.57549805,801,984,1785,,
2016,28.31384798,26.95048819,801,394,1195,,
2017,0,0,464,464,928,,
2018,0.973182069,0.648185973,464,248,712,,
2019,1.071696231,0.51513584,464,436,900,,
2020,1.572316785,1.11864201,464,192,656,,
2021,2.314061502,1.646524383,464,423,887,,
2022,2.994591919,2.217091863,464,477,941,,
